id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49986754,Townhouse in Columbus · ★4.75 · 2 bedrooms · 4 beds · 1.5 baths,15639331,Amir,,Near South,39.92301,-82.98466,Entire home/apt,176,2,8,2023-05-29,0.29,1,333,1,2021-2698
50020679,Home in Columbus · ★4.97 · 2 bedrooms · 2 beds · 1 bath,70322580,Brian,,Near North/University,39.98242,-82.99815,Entire home/apt,92,2,117,2023-12-15,4.10,1,174,57,2019-1569
50034352,Home in Columbus · 5 bedrooms · 5 beds · 2.5 baths,386225551,Lenora,,Eastmoor/Walnut Ridge,39.95069,-82.85126,Entire home/apt,260,30,0,,,2,365,0,
50052711,Townhouse in Columbus · 3 bedrooms · 4 beds · 2.5 baths,177205580,Adrian,,Near East,39.96776,-82.9714,Entire home/apt,200,3,2,2022-03-06,0.07,12,238,0,2023-2063
50177657,Rental unit in Columbus · ★4.81 · 2 bedrooms · 2 beds · 2 baths,356935374,Adam And Jaime,,Near North/University,39.97799,-83.00921,Entire home/apt,73,2,53,2023-11-05,1.71,1,58,19,2022-1221
50187639,Rental unit in Columbus · ★4.91 · 1 bedroom · 2 beds · 1 bath,224493353,Dom,,Franklinton,39.95517,-83.01005,Entire home/apt,92,2,78,2023-10-05,2.51,24,349,26,2023-4952
50211816,Rental unit in Columbus · ★4.97 · 1 bedroom · 1 bed · 1 bath,8963103,Sarah,,Near North/University,39.9842,-83.01263,Entire home/apt,112,1,173,2023-11-19,5.65,23,174,49,2023-4459
50277597,Home in Columbus · ★4.95 · 2 bedrooms · 3 beds · 2.5 baths,405955179,Brad,,Near North/University,39.98575,-83.00464,Entire home/apt,131,1,44,2023-12-21,4.26,1,315,44,2022-2349
50283266,Home in Columbus · ★4.78 · 2 bedrooms · 2 beds · 2 baths,16284736,Jordan,,Near South,39.9405,-82.98582,Entire home/apt,129,1,135,2023-11-19,4.37,1,51,42,2019-1234
50289398,Home in Columbus · ★4.97 · 3 bedrooms · 7 beds · 2.5 baths,138377484,Parker,,Near South,39.94935,-82.99664,Entire home/apt,,2,59,2023-09-10,2.12,3,0,18,2021-1965
50305534,Rental unit in Columbus · ★4.91 · 1 bedroom · 1 bed · 1 bath,8963103,Sarah,,Near North/University,39.98652,-83.01063,Entire home/apt,126,1,109,2023-12-21,3.55,23,0,23,2023-4461
50331739,Rental unit in Columbus · ★4.71 · 1 bedroom · 2 beds · 1 bath,325932974,Marc And Darius,,Near South,39.95235,-82.9888,Entire home/apt,166,30,125,2023-12-22,4.11,18,176,15,2022-2608
50345056,Rental unit in Columbus · ★4.51 · 2 bedrooms · 2 beds · 1 bath,325932974,Marc And Darius,,Near South,39.9509,-82.98801,Entire home/apt,173,30,96,2023-12-07,3.16,18,180,22,2022-2608
50350453,Rental unit in Columbus · ★4.97 · 1 bedroom · 1 bed · 1 bath,8963103,Sarah,,Near North/University,39.98473,-83.01213,Entire home/apt,106,1,153,2023-12-23,4.99,23,175,56,2023-4464
50351200,Rental unit in Columbus · ★4.94 · 1 bedroom · 1 bed · 1 bath,8963103,Sarah,,Near North/University,39.98579,-83.01083,Entire home/apt,119,1,109,2023-12-24,3.56,23,168,17,2023-4460
50398506,Home in Columbus · ★4.89 · 1 bedroom · 1 bed · 1 private bath,382987731,Alex,,Near East,39.96272,-82.98117,Private room,55,2,139,2023-11-27,5.08,4,73,45,2021-2358
50454199,Home in Pickerington · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,396629398,Robert,,Eastland/Brice,39.92545,-82.79599,Private room,44,1,42,2022-06-19,1.40,2,148,0,2021-2047
50491543,Rental unit in Columbus · 1 bedroom · 1 bed · 1 bath,85176677,Anthony,,Near North/University,39.97920266095001,-83.01851331094134,Entire home/apt,75,30,0,,,2,365,0,
50541626,Home in Columbus · ★4.96 · 2 bedrooms · 3 beds · 1 bath,67386632,Angelica,,Far Northwest,40.1091,-83.06386,Entire home/apt,,1,27,2023-08-27,1.66,1,0,15,2022-2622
50547148,Home in Columbus · 2 bedrooms · 3 beds · 2 baths,72680377,Tiffany,,Near South,39.93631,-82.97721,Entire home/apt,99,30,0,,,1,259,0,
50656406,Home in Columbus · ★4.71 · 5 bedrooms · 7 beds · 2.5 baths,258817989,Nate,,Near South,39.942,-82.98945,Entire home/apt,315,1,91,2023-12-17,3.19,1,327,33,2021-2367
50726747,Condo in Columbus · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,395243198,Jessica,,Near South,39.94274,-82.98838,Entire home/apt,92,1,151,2023-11-24,5.15,2,0,55,2021-1161
50751062,Loft in Columbus · ★4.97 · 1 bedroom · 1 bed · 1 bath,409771952,Kathy,,Near East,39.96244,-82.97711,Entire home/apt,92,1,117,2023-12-17,3.99,1,0,34,2021-2311
50826595,Rental unit in Columbus · ★4.68 · 1 bedroom · 1 bed · 1 bath,174014438,Lynn,,Northeast,40.04723,-82.91518,Entire home/apt,132,2,37,2022-06-27,1.30,1,179,0,2021-2466
50862131,Home in Westerville · ★4.80 · 3 bedrooms · 3 beds · 2 baths,34406687,DeWayne,,Rocky Fork-Blacklick,40.08369,-82.86855,Entire home/apt,206,2,10,2023-11-21,1.44,1,1,10,2023-3505
50897093,Home in Columbus · ★4.91 · 2 bedrooms · 3 beds · 1 bath,52174539,Kate & Nat,,Clintonville,40.03762,-83.00801,Entire home/apt,132,2,119,2023-12-05,4.24,33,0,45,2022-2699
50916379,Home in Columbus · ★4.70 · 4 bedrooms · 4 beds · 2.5 baths,158439641,GH Hospitality,,Near North/University,39.98104,-82.99818,Entire home/apt,262,1,76,2023-12-17,2.54,89,0,19,2021-2253
50943505,Townhouse in Powell · ★4.72 · 2 bedrooms · 5 beds · 2.5 baths,199236044,Julie,,Far Northwest,40.13329,-83.07275,Entire home/apt,213,1,97,2023-11-26,3.45,1,173,32,Exempt
51041418,Loft in Columbus · ★4.80 · 1 bedroom · 2 beds · 1 shared bath,387439145,Raven,,Near South,39.95134,-82.96006,Private room,50,1,156,2023-11-19,5.82,1,337,75,2021-3098
51043079,Home in Columbus · ★4.91 · 2 bedrooms · 4 beds · 1 bath,52174539,Kate & Nat,,Near North/University,39.98159,-83.01281,Entire home/apt,96,2,88,2023-12-13,3.29,33,160,27,2023-4851
51047429,Home in Columbus · ★4.80 · 2 bedrooms · 2 beds · 1 bath,115836608,Erich,,North Linden,40.02218,-82.98242,Entire home/apt,137,30,60,2023-01-10,2.02,28,76,1,2020-1966
51145588,Guesthouse in Columbus · ★4.90 · 2 bedrooms · 3 beds · 2 baths,52174539,Kate & Nat,,Near North/University,39.97805,-83.00894,Entire home/apt,108,2,110,2023-12-17,3.92,33,0,41,2022-1256
51151785,Rental unit in Columbus · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,304081662,Maria,,Northwest,40.05705,-83.04179,Private room,35,30,5,2023-09-29,0.25,2,251,2,
51193772,Home in Columbus · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,48511914,Santoria,,Near East,39.974,-82.96519,Private room,27,14,11,2023-08-27,0.44,8,114,5,2021-2214
51211221,Guest suite in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 bath,90262482,Judy,,Franklinton,39.96072,-83.04084,Entire home/apt,58,30,7,2023-11-21,0.29,1,302,2,
51227731,Home in Columbus · 3 bedrooms · 5 beds · 1 bath,245356391,Larry,,Near South,39.9468,-82.94906,Entire home/apt,,30,1,2021-09-03,0.04,3,0,0,2019-2479
51230670,Home in Columbus · ★4.33 · 3 bedrooms · 8 beds · 2 baths,133736445,Gail,,South Linden,40.00958,-82.97294,Entire home/apt,63,30,3,2023-08-19,0.11,3,179,1,
51284623,Home in Columbus · ★4.97 · 4 bedrooms · 5 beds · 1 bath,137419825,Susanne,,Clintonville,40.05656,-83.01258,Entire home/apt,246,2,94,2023-11-12,3.28,2,162,28,2021-2429
51287784,Home in Columbus · ★4.41 · 3 bedrooms · 3 beds · 2 baths,61321228,Ben,,Northeast,40.0217,-82.90616,Entire home/apt,279,2,22,2023-05-29,0.78,1,89,3,
51288697,Home in Columbus · ★4.0 · 3 bedrooms · 3 beds · 2 baths,4911015,Natalia,,Clintonville,40.02896,-83.02091,Entire home/apt,79,30,5,2023-10-23,0.25,4,364,3,
51291033,Townhouse in Columbus · ★4.67 · 2 bedrooms · 2 beds · 1 bath,217319476,Karen,,Near East,39.96982,-82.96694,Entire home/apt,90,1,36,2023-06-17,1.26,3,0,12,2019-2518
51310391,Condo in Columbus · ★4.81 · 1 bedroom · 1 bed · 1 bath,351259250,Jennifer,,Near North/University,39.97808074951172,-83.00394439697266,Entire home/apt,99,1,112,2023-12-10,3.83,6,359,19,2023-0125
51367366,Loft in Columbus · ★4.90 · 1 bedroom · 3 beds · 1 bath,109117484,Sergio,,Near North/University,39.98762,-83.00562,Entire home/apt,78,1,343,2023-12-22,11.80,19,0,162,2023-4438
51375534,Rental unit in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 bath,7488244,The Rose Group,,Near East,39.96278,-82.96475,Entire home/apt,,2,36,2022-03-10,1.34,2,0,0,2021-1284
51385683,Home in Columbus · ★4.98 · 2 bedrooms · 2 beds · 1 bath,21149933,Amie,,Clintonville,40.02194,-83.00675,Entire home/apt,175,1,125,2023-12-10,4.31,1,0,39,2022-2242
51386366,Place to stay in Dublin · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,288243645,Lisa,,Northwest,40.07715,-83.09776,Private room,17,30,9,2023-12-15,0.33,3,365,7,2019-3177
51386803,Rental unit in Columbus · ★4.59 · 1 bedroom · 2 beds · 1 bath,235497311,Marc (TailwindSTR),,Near South,39.95245,-82.98867,Entire home/apt,166,30,182,2023-11-25,6.29,44,180,36,2022-2608
51389799,Rental unit in Columbus · ★4.87 · 1 bedroom · 2 beds · 1 bath,98326773,Aba,,Near South,39.94645,-82.97775,Entire home/apt,,2,30,2023-07-22,1.22,2,0,21,2021-3389
51453467,Home in Columbus · ★4.59 · 3 bedrooms · 6 beds · 1 bath,309313527,Larry,,Near South,39.94875,-82.9509,Entire home/apt,255,30,29,2023-04-15,1.03,1,167,2,2019-2479
51459786,Rental unit in Columbus · 2 bedrooms · 2 beds · 2 baths,263502162,Landing,,Rocky Fork-Blacklick,40.05631412029521,-82.84956337620103,Entire home/apt,147,30,0,,,33,364,0,
51576913,Rental unit in Columbus · ★4.47 · 3 bedrooms · 3 beds · 1 bath,111908867,Chris,,Near North/University,40.01248,-82.99775,Entire home/apt,156,1,66,2023-12-17,2.66,1,354,21,2021-3473
51577004,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,48511914,Santoria,,Near East,39.97552,-82.96549,Private room,21,14,9,2023-12-09,0.38,8,48,4,2021-2214
51578043,Home in Columbus · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,48511914,Santoria,,Near East,39.97505,-82.96733,Private room,29,14,9,2023-11-22,0.32,8,63,5,2021-2214
51593327,Rental unit in Columbus · 1 bedroom · 1 bed · 1 bath,263502162,Landing,,Rocky Fork-Blacklick,40.05691,-82.84785,Entire home/apt,87,30,0,,,33,364,0,
51600134,Rental unit in Columbus · 1 bedroom · 1 bed · 1 bath,27280979,Jesse,,Rocky Fork-Blacklick,40.06417,-82.84413,Entire home/apt,119,30,2,2022-07-08,0.09,24,0,0,
51679942,Home in Columbus · 3 bedrooms · 3 beds · 1 bath,4911015,Natalia,,North Linden,40.02063,-82.99257,Entire home/apt,69,30,2,2023-09-30,0.23,4,364,2,
51682618,Home in Columbus · ★4.98 · 5 bedrooms · 5 beds · 4.5 baths,105433925,Fitumi,,Near East,39.96223,-82.96495,Entire home/apt,675,2,43,2023-11-26,1.53,8,349,8,2022-1964
51682628,Home in Columbus · ★4.90 · 4 bedrooms · 5 beds · 3.5 baths,105433925,Fitumi,,Near South,39.95311,-82.96689,Entire home/apt,385,30,41,2023-10-22,1.48,8,179,4,2022-1965
51712291,Home in Columbus · ★New · 4 bedrooms · 5 beds · 2.5 baths,126942836,Felisha,,Near East,39.97096830606965,-82.96131325847504,Entire home/apt,155,2,0,,,1,27,0,2023-4303
51713907,Home in Columbus · ★4.05 · 5 bedrooms · 8 beds · 3.5 baths,418953210,Martin,,Far East,39.98614,-82.84116,Entire home/apt,120,14,20,2023-01-08,0.98,1,269,1,2022-1644
51717344,Home in Columbus · ★4.90 · 2 bedrooms · 3 beds · 1 private bath,62490591,Wesley,,North Linden,40.02004,-82.98549,Private room,79,1,82,2023-12-17,3.02,1,158,44,2023-4296
51730930,Hotel in Columbus · ★4.76 · 1 bedroom · 1 bed · 1 private bath,300835823,The Urban,,Near North/University,40.00646,-83.0161,Private room,126,1,440,2023-12-22,15.40,2,0,298,2020-2051
51744934,Hotel in Columbus · ★4.51 · 1 bedroom · 1 bed · 1 private bath,300835823,The Urban,,Near North/University,40.008,-83.01439,Private room,126,1,39,2023-12-03,1.37,2,187,21,2020-2051
51773589,Rental unit in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 bath,8963103,Sarah,,Near North/University,39.98406,-83.006,Entire home/apt,110,1,71,2023-11-25,2.55,23,0,19,2023-4976
51787633,Townhouse in Columbus · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,419529289,Loren,,Rocky Fork-Blacklick,40.0593,-82.85025,Entire home/apt,,3,35,2023-01-15,1.80,1,0,2,2022-1390
51802160,Townhouse in Columbus · ★4.62 · 3 bedrooms · 4 beds · 1 bath,63784636,Chris,,Near South,39.93815,-82.96963,Entire home/apt,105,1,104,2023-11-18,3.67,5,180,23,2022-3330
51803616,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 3.5 shared baths,197936864,Mike And Allen,,Near East,39.96395,-82.95457,Private room,125,1,39,2023-10-01,1.39,3,0,12,2022-3550
51820373,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,297899272,Randy,,Near North/University,39.98449,-83.01412,Private room,67,2,27,2023-10-20,1.33,3,38,12,2021-3369
51835268,Home in Columbus · ★4.97 · 3 bedrooms · 4 beds · 1 bath,170368591,Sam,,Near North/University,39.99054,-82.99674,Entire home/apt,144,1,118,2023-12-10,4.24,2,258,53,2021-2391
51840051,Home in Columbus · ★4.55 · 1 bedroom · 1 bed · 1 private bath,419943919,Jane,,Eastmoor/Walnut Ridge,39.96932,-82.85124,Private room,69,1,78,2023-11-20,2.90,1,86,21,2021-2689
51842325,Home in Columbus · ★4.63 · 3 bedrooms · 3 beds · 1 bath,48511914,Santoria,,Near East,39.9751,-82.96701,Entire home/apt,152,14,8,2021-12-26,0.29,8,77,0,2021-2471
51843864,Townhouse in Columbus · ★4.82 · 3 bedrooms · 4 beds · 2.5 baths,158439641,GH Hospitality,,Near South,39.94832,-82.99584,Entire home/apt,367,1,73,2023-12-10,2.58,89,315,24,2021-2256
51848672,Home in Columbus · ★4.98 · 2 bedrooms · 3 beds · 1.5 baths,14037717,Brandy,,Clintonville,40.0392,-83.02021,Entire home/apt,296,2,41,2023-11-17,1.50,2,112,18,2021-2520
51858271,Home in Columbus · ★4.91 · 1 bedroom · 1 bed · 2 shared baths,134168758,Lainie,,Near South,39.9415283203125,-82.99696350097656,Private room,85,2,22,2023-11-13,0.79,3,7,3,2019-1279
51865518,Loft in Columbus · ★4.85 · 1 bedroom · 2 beds · 1 bath,30241348,David And Ashley,,Near North/University,39.974667,-83.003471,Entire home/apt,104,2,84,2023-12-03,2.99,2,232,19,2021-2641
51868922,Home in Columbus · ★4.93 · 3 bedrooms · 3 beds · 2.5 baths,54769683,Annie,,Near North/University,39.98966,-83.00349,Entire home/apt,84,1,113,2023-12-10,4.09,16,0,34,2021-2837
51871338,Home in Columbus · ★4.67 · 5 bedrooms · 5 beds · 3.5 baths,141615095,Stacey,,Far North,40.11789,-83.02918,Entire home/apt,388,2,58,2023-09-17,2.07,2,23,20,2021-1921
51882897,Condo in Columbus · ★4.75 · 1 bedroom · 1 bed · 1 bath,116400313,Nate,,Downtown,39.96548,-82.99232,Entire home/apt,119,30,4,2022-12-14,0.15,24,269,0,
51884034,Rental unit in Columbus · ★4.54 · Studio · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99786,-83.00486,Entire home/apt,73,1,120,2023-11-30,4.30,44,89,42,2022-2165
51906353,Home in Columbus · 1 bedroom · 2 beds · 1.5 baths,331011443,Tren,,Near East,39.97644,-82.9586,Private room,50,30,1,2022-10-24,0.07,1,52,0,
51910421,Serviced apartment in Columbus · 1 bedroom · 1 bed · 1 bath,188962798,Ronald,,Downtown,39.96449,-83.00167,Entire home/apt,110,10,1,2022-09-25,0.07,1,364,0,2013-1941
51921559,Rental unit in Columbus · ★4.52 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99624,-83.00542,Entire home/apt,58,1,61,2023-12-19,2.19,44,88,21,2022-2168
51922283,Rental unit in Columbus · ★4.65 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.9965,-83.00528,Entire home/apt,58,1,52,2023-12-21,1.87,44,89,24,2022-2169
51922636,Rental unit in Columbus · ★4.60 · Studio · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99745,-83.00387,Entire home/apt,73,1,101,2023-12-03,3.60,44,89,32,2022-2171
51923556,Rental unit in Columbus · ★4.68 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99753,-83.00355,Entire home/apt,73,1,78,2023-11-12,2.78,44,89,28,2022-2170
51925053,Townhouse in Columbus · ★4.79 · 3 bedrooms · 3 beds · 2 baths,15355581,Jerry,,Near South,39.94913,-82.96636,Entire home/apt,155,2,14,2023-11-10,0.57,2,179,5,2021-3560
51959347,Rental unit in Columbus · ★4.50 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99776,-83.00523,Entire home/apt,73,1,115,2023-11-26,4.09,44,88,33,2022-2159
51966393,Rental unit in Columbus · ★4.55 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99729,-83.00394,Entire home/apt,73,1,116,2023-12-03,4.16,44,89,29,2022-2160
51966517,Rental unit in Columbus · ★4.63 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99596,-83.00419,Entire home/apt,73,1,119,2023-12-03,4.24,44,0,52,2022-2161
51966521,Rental unit in Columbus · ★4.54 · Studio · 1 bed · 1 bath,235497311,Marc (TailwindSTR),,Near North/University,39.99673,-83.00529,Entire home/apt,61,1,108,2023-11-12,3.88,44,86,43,2022-2163
52001843,Townhouse in Columbus · ★4.95 · 3 bedrooms · 5 beds · 1 bath,1395861,Happy To Host,,Near North/University,40.01797,-82.99778,Entire home/apt,187,2,62,2023-12-03,2.24,4,0,20,2019-1508
52029309,Guest suite in Columbus · ★4.62 · Studio · 1 bed · 1 bath,3023813,Max,,Near North/University,39.9862,-83.00086,Entire home/apt,65,1,55,2023-10-22,1.97,2,268,14,2021-2326
52031318,Home in Columbus · ★4.79 · 2 bedrooms · 2 beds · 2 baths,116400313,Nate,,Near South,39.94506,-82.99394,Entire home/apt,160,2,29,2023-11-12,1.03,24,162,17,2023-2304
52037940,Home in Columbus · ★4.98 · 3 bedrooms · 3 beds · 3.5 baths,135685330,Jessica,,Near North/University,39.98084,-83.00129,Entire home/apt,234,3,60,2023-12-10,2.27,2,65,19,2021-3101
52086736,Condo in Columbus · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,3023813,Max,,Near North/University,39.98547,-82.9988,Entire home/apt,86,1,53,2023-12-10,2.06,2,263,22,2021-2326
52091199,Home in Columbus · ★4.92 · 3 bedrooms · 4 beds · 3.5 baths,313811711,Anereis,,Near East,39.95373,-82.96157,Entire home/apt,216,1,131,2023-11-26,5.18,1,69,55,2023-3415
52144816,Townhouse in Columbus · ★4.92 · 2 bedrooms · 3 beds · 1 bath,44467878,Joe,,West Olentangy,39.989861,-83.042915,Entire home/apt,82,1,229,2023-12-17,8.24,5,152,92,2022-3536
52167667,Rental unit in Columbus · ★4.92 · 2 bedrooms · 2 beds · 1 bath,8963103,Sarah,,Near North/University,39.98495,-83.00608,Entire home/apt,101,1,63,2023-12-11,2.26,23,360,34,2023-4979
52198415,Home in Columbus · ★4.91 · 1 bedroom · 2 beds · 1 private bath,295931621,Emmanuel,,Northland,40.0684,-82.95936,Private room,60,2,22,2023-12-01,0.80,7,180,6,2021-2718
52243410,Home in Galloway · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,17672900,Jefferson,,Westland,39.94611,-83.14566,Private room,47,30,3,2023-12-08,0.50,2,260,3,
52248431,Rental unit in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 bath,84797905,Home Away From Home Suites,,Far Northwest,40.09852,-83.08335,Entire home/apt,,20,24,2022-05-05,0.88,1,0,0,2021-1111
52288062,Home in Columbus · ★4.80 · 3 bedrooms · 4 beds · 1.5 baths,120455802,Norma,,Northland,40.06548,-82.91242,Entire home/apt,154,3,10,2023-02-25,0.37,10,23,1,2019-2731
52297906,Home in Columbus · 3 bedrooms · 3 beds · 1 bath,140302752,Nancy,,Near North/University,39.991245233743115,-82.99627682167346,Entire home/apt,80,30,2,2023-05-31,0.08,1,87,1,
52300743,Rental unit in Columbus · ★4.31 · 2 bedrooms · 2 beds · 1 bath,419230929,Christy,,Near North/University,39.979847,-83.003784,Entire home/apt,130,2,16,2023-10-22,0.59,8,360,1,2020-1019
52326200,Loft in Whitehall · 1 bedroom · 2 beds · 1 bath,33121285,Aisa,,Eastmoor/Walnut Ridge,39.98085,-82.86186,Entire home/apt,,1,0,,,1,0,0,
52336650,Home in Columbus · ★4.93 · 1 bedroom · 2 beds · 1 private bath,382987731,Alex,,Near East,39.9634,-82.97964,Private room,70,2,107,2023-12-05,3.94,4,68,31,2021-2358
52337388,Rental unit in Columbus · ★4.10 · 1 bedroom · 1 bed · 1 bath,419230929,Christy,,Near North/University,39.979847,-83.003784,Entire home/apt,117,2,10,2023-11-19,0.45,8,364,5,2020-1019
52427292,Rental unit in Columbus · ★4.98 · 1 bedroom · 2 beds · 1 bath,2806008,Harman,,South Linden,39.99721,-82.99494,Entire home/apt,88,1,43,2023-12-05,4.90,4,52,43,2022-3658
52437824,Home in Columbus · ★4.90 · 2 bedrooms · 2 beds · 2 baths,33532441,Alex,,Eastmoor/Walnut Ridge,39.94044,-82.91536,Entire home/apt,130,2,41,2023-12-18,1.52,4,0,15,2023-3431
52451018,Home in Columbus · ★4.78 · 3 bedrooms · 3 beds · 1 bath,67826667,Jordan,,Far Northwest,40.10979,-83.06144,Entire home/apt,172,2,95,2023-12-15,3.74,5,339,45,2022-2842
52459316,Condo in Columbus · ★4.94 · 2 bedrooms · 4 beds · 1 bath,249951812,Jessie,,Near South,39.94794,-82.98386,Entire home/apt,77,1,82,2023-12-10,3.06,20,146,39,2023-2507
52460225,Home in Galloway · ★5.0 · 1 bedroom · 1 bed · 1 private bath,17672900,Jefferson,,Westland,39.94635,-83.14583,Private room,40,30,10,2023-12-16,0.38,2,208,4,
52470826,Place to stay in Columbus · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,148826922,Michael,,West Olentangy,40.02459,-83.04269,Private room,28,1,150,2023-11-19,5.52,5,0,38,2023-5056
52472466,Place to stay in Columbus · ★4.91 · 1 bedroom · 2 beds · 1.5 shared baths,148826922,Michael,,West Olentangy,40.02593,-83.04307,Private room,28,1,104,2023-12-14,3.88,5,158,48,2023-5056
52495698,Townhouse in Columbus · ★4.95 · 2 bedrooms · 2 beds · 1 bath,31798233,Sam,,Near North/University,39.977444,-83.001717,Entire home/apt,116,2,118,2023-12-10,4.35,5,150,53,2021-3253
52528714,Townhouse in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 bath,73410731,Kayla,,Near South,39.94455,-82.991882,Entire home/apt,103,2,70,2023-12-10,4.01,2,0,41,2022-1901
52551707,Home in Columbus · 3 bedrooms · 4 beds · 1 bath,398764508,Rayna,,North Linden,40.02687,-82.967,Entire home/apt,80,30,1,2021-12-10,0.04,5,255,0,
52555443,Home in Columbus · ★4.82 · 3 bedrooms · 5 beds · 2 baths,424345065,GP Homes,,Near South,39.9331,-82.95022,Entire home/apt,130,2,17,2023-10-12,0.63,1,365,2,2021-2831
52566829,Home in Hilliard · ★4.67 · 4 bedrooms · 5 beds · 2.5 baths,19300553,Priscilla,,Far West,40.00394,-83.16587,Entire home/apt,130,30,6,2023-08-06,0.28,1,290,2,2022-1327
52579572,Home in Columbus · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,163086551,Kevin,,Near North/University,39.981483459472656,-83.01404571533203,Entire home/apt,187,1,33,2023-08-20,2.42,1,0,30,2022-3282
52610480,Home in Columbus · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,54769683,Annie,,Near North/University,39.98315,-83.01899,Entire home/apt,88,1,53,2023-11-19,2.20,16,89,14,2023-3434
52618988,Townhouse in Columbus · ★5.0 · 2 bedrooms · 5 beds · 1.5 baths,237657103,John,,Near North/University,40.01762,-83.01465,Entire home/apt,239,2,15,2023-08-27,0.58,2,352,4,2021-2824
52619807,Townhouse in Columbus · ★4.89 · 2 bedrooms · 5 beds · 1.5 baths,237657103,John,,Near North/University,40.01628,-83.01393,Entire home/apt,262,2,9,2023-10-08,0.35,2,360,3,2021-2825
52634096,Rental unit in Columbus · ★4.62 · 1 bedroom · 1 bed · 1 bath,253828606,Frontdesk,,Franklinton,39.958565,-83.014946,Entire home/apt,70,30,50,2023-09-26,2.00,23,358,10,2021-3479
52671470,Condo in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 bath,154094117,Eric,,Franklinton,39.95562,-83.01743,Entire home/apt,115,30,9,2023-11-30,0.35,1,79,2,2021-2127
52688951,Home in Columbus · ★4.80 · 4 bedrooms · 5 beds · 1.5 baths,177205580,Adrian,,Near East,39.95983,-82.95941,Entire home/apt,228,3,5,2023-05-29,0.20,12,176,2,2021-3130
52720460,Rental unit in Columbus · ★4.82 · 1 bedroom · 1 bed · 1 bath,426798829,Felicia,,Northland,40.06237,-82.91336,Entire home/apt,84,1,44,2023-12-08,2.19,2,335,17,2022-1978
52721228,Rental unit in Columbus · ★4.76 · 2 bedrooms · 2 beds · 2 baths,426798829,Felicia,,Northland,40.06304,-82.91328,Entire home/apt,72,1,50,2023-11-12,1.93,2,160,18,2021-1967
52733144,Home in Columbus · ★4.44 · 3 bedrooms · 4 beds · 2 baths,200899699,Stephen,,Near South,39.93392,-82.96823,Entire home/apt,125,1,48,2023-11-24,1.92,4,357,15,2021-2882
52733301,Loft in Columbus · ★4.07 · 2 bedrooms · 2 beds · 1 bath,200899699,Stephen,,Near East,39.96864,-82.97557,Entire home/apt,132,1,28,2023-11-12,1.10,4,358,12,2021-2881
52733447,Condo in Columbus · ★4.47 · 2 bedrooms · 3 beds · 1 bath,200899699,Stephen,,Near East,39.96877,-82.97564,Entire home/apt,134,1,19,2023-06-25,0.75,4,356,7,2021-2881
52739490,Rental unit in Columbus · ★4.78 · 4 bedrooms · 5 beds · 1 bath,158439641,GH Hospitality,,Near North/University,39.99363,-82.99977,Entire home/apt,148,1,46,2023-12-10,1.73,89,362,22,2021-2260
52751299,Rental unit in Columbus · ★4.51 · 2 bedrooms · 2 beds · 1 bath,325932974,Marc And Darius,,Near South,39.95303,-82.98833,Entire home/apt,170,30,71,2023-12-11,2.69,18,180,22,2022-2608
52753364,Condo in Columbus · ★4.88 · 1 bedroom · 2 beds · 1 bath,351259250,Jennifer,,Near North/University,39.97808074951172,-83.00394439697266,Entire home/apt,121,1,139,2023-12-03,5.26,6,354,47,2023-0157
