id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
90676,Home in Columbus · ★4.82 · 3 bedrooms · 3 beds · 2 baths,483306,Audra & Lacey,,Near North/University,39.98366,-83.00252,Entire home/apt,132,1,726,2023-12-17,4.88,3,0,101,2022-2475
543140,Home in Columbus · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,2350409,Edward,,Near North/University,40.01114,-83.01005,Private room,29,7,133,2023-12-09,0.96,3,327,10,2019-1344
591101,Loft in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 private bath,2889677,Gail,,Near East,39.96041,-82.98005,Private room,110,2,296,2023-11-12,2.14,1,0,19,2019-1230
923248,Hostel in Columbus · ★4.74 · 1 bedroom · 5 beds · 3 shared baths,4965048,Mathew,,Near North/University,40.01259,-83.00164,Shared room,30,1,348,2023-11-23,2.64,8,349,54,2019-1314
927867,Hostel in Columbus · ★4.72 · 1 bedroom · 1 bed · 3 shared baths,4965048,Mathew,,Near North/University,40.01259,-83.00164,Private room,73,1,76,2023-10-28,0.61,8,336,9,2019-1314
1183297,Home in Columbus · ★4.92 · 3 bedrooms · 3 beds · 2 baths,6473080,Samuel,,Near South,39.95164,-82.99434,Entire home/apt,185,30,84,2023-11-19,3.12,1,175,26,
1217678,Home in Columbus · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5707733,Douglas & Russell,,Clintonville,40.03869,-83.01728,Private room,85,1,233,2023-11-13,1.82,2,346,17,2023-4020
1286887,Home in Columbus · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,78761,Jeff & Stevo,,Near South,39.94548,-82.99245,Entire home/apt,248,3,179,2023-11-21,1.42,1,348,11,2019-1888
1336145,Home in Columbus · ★4.95 · 1 bedroom · 1 bed · 1.5 shared baths,5707733,Douglas & Russell,,Clintonville,40.0369,-83.01677,Private room,85,1,180,2023-11-20,1.43,2,334,15,2023-4020
1520102,Hostel in Columbus · ★4.85 · 1 bedroom · 3 beds · 3 shared baths,4965048,Mathew,,Near North/University,40.01259,-83.00164,Shared room,32,1,54,2023-08-06,0.45,8,286,7,2019-1314
1763836,Rental unit in Columbus · ★4.91 · 1 bedroom · 1 bed · 1 bath,7785489,Nancy,,Near North/University,40.01603,-83.00279,Entire home/apt,65,5,94,2023-12-11,0.76,3,0,5,2023-2180
2134901,Rental unit in Columbus · ★4.88 · 2 bedrooms · 3 beds · 1 bath,6466841,Linda,,Near North/University,39.98744,-83.01632,Entire home/apt,180,14,34,2022-09-04,0.28,4,341,0,2019-1846
2172026,Rental unit in Columbus · ★4.74 · 1 bedroom · 2 beds · 1 bath,6466841,Linda,,Near North/University,39.98576,-83.01092,Entire home/apt,150,5,35,2023-11-18,0.29,4,271,1,2019-1847
2196955,Home in Columbus · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,11043646,Curt,,West Olentangy,40.02283,-83.03283,Private room,30,28,54,2023-12-01,0.57,3,57,3,
2227278,Home in Columbus · ★5.0 · 2 bedrooms · 2 beds · 2 baths,11366166,Tina,,Near South,39.94092,-82.98748,Entire home/apt,250,4,3,2017-10-29,0.03,1,347,0,2019-1536
2262958,Rental unit in Columbus · ★4.76 · 2 bedrooms · 2 beds · 2 baths,6466841,Linda,,Near North/University,39.98675,-83.01279,Entire home/apt,160,3,38,2023-07-16,0.33,4,267,1,2019-1848
2349920,Home in Columbus · ★4.90 · 3 bedrooms · 4 beds · 2.5 baths,10776491,Catherine & Bryan,,Near North/University,39.98596,-83.00282,Entire home/apt,181,2,206,2023-12-04,1.72,4,200,25,2019-2361
3193181,Rental unit in Columbus · ★4.75 · 2 bedrooms · 2 beds · 1 bath,16184897,Toya,,South Linden,40.00681,-82.9734,Entire home/apt,85,30,161,2023-11-19,1.38,4,89,8,2019-2084
3731977,Home in Westerville · ★4.95 · 1 bedroom · 1 bed · 1 private bath,18986310,Alissa,,Rocky Fork-Blacklick,40.08947,-82.88701,Private room,55,7,57,2023-10-16,0.55,1,270,5,2019-1826
3940646,Rental unit in Columbus · ★4.95 · 1 bedroom · 2 beds · 1 bath,19532241,Tawana,,Near East,39.9659,-82.97557,Entire home/apt,82,1,426,2023-11-26,5.24,2,0,45,2021-2912
3975468,Rental unit in Columbus · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,16184897,Toya,,South Linden,40.00709,-82.97442,Private room,65,30,68,2023-10-22,0.61,4,90,3,2019-2083
4679761,Hostel in Columbus · ★4.79 · 1 bedroom · 1 bed · 3 shared baths,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,87,1,65,2023-10-26,0.71,8,0,3,2019-1314
5297763,Townhouse in Columbus · ★4.87 · 3 bedrooms · 3 beds · 1 bath,27439453,Ingrid & Mike,,Near North/University,39.98849,-83.00129,Entire home/apt,79,1,435,2023-12-05,4.18,12,0,39,2021-3068
5820556,Condo in Columbus · ★4.82 · 1 bedroom · 1 bed · 1 bath,119415,Douglas,,Near North/University,39.98992,-83.00427,Entire home/apt,65,29,163,2023-11-14,1.54,1,336,3,2019-1145
5854666,Home in Columbus · ★4.88 · 1 bedroom · 1 bed · 1 private bath,25144683,Yizhar Joe,,Eastmoor/Walnut Ridge,39.9679,-82.92291,Private room,95,2,8,2019-08-11,0.09,1,365,0,
6214751,Rental unit in Columbus · ★4.92 · 2 bedrooms · 2 beds · 1 bath,31349526,Bill,,Near East,39.96606,-82.96446,Entire home/apt,99,1,137,2019-05-26,1.31,1,0,0,2019-1524
6391158,Home in Columbus · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,33321292,Figen,,Rocky Fork-Blacklick,40.0636,-82.8546,Private room,55,1,216,2023-12-15,2.07,2,362,30,2019-2706
6416756,Villa in Columbus · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,33321292,Figen,,Rocky Fork-Blacklick,40.06335,-82.85319,Private room,65,1,168,2023-10-22,1.61,2,362,18,2019-2706
6624355,Home in Columbus · ★4.92 · 2 bedrooms · 2 beds · 1 bath,28808319,Pilgrim Heidi,,Clintonville,40.02752,-83.02348,Entire home/apt,76,1,12,2023-05-13,0.13,1,359,7,
6805322,Rental unit in Columbus · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,16184897,Toya,,South Linden,40.00632,-82.97504,Shared room,45,30,47,2020-03-01,0.46,4,89,0,2019-2083
6883920,Bungalow in Washington Township · ★4.97 · 1 bedroom · 3 beds · 1 bath,11363908,Brenda And Steven,,Hayden Run,40.06479,-83.12121,Entire home/apt,180,2,64,2023-08-04,0.62,1,345,9,
6924472,Home in Columbus · ★4.85 · 1 bedroom · 3 beds · 2.5 shared baths,24519205,Darrin,,Near North/University,39.99228,-83.01179,Private room,43,1,286,2023-12-10,2.91,5,0,84,2019-1235
7061726,Townhouse in Columbus · ★4.81 · 3 bedrooms · 3 beds · 1 bath,27439453,Ingrid & Mike,,Near North/University,39.9883,-83.00101,Entire home/apt,98,1,448,2023-12-10,4.36,12,164,60,2021-3069
7474783,Home in Columbus · ★4.98 · 1 bedroom · 1 bed · 2.5 baths,39147286,David,,Near East,39.96348,-82.9519,Private room,72,1,110,2023-12-18,5.21,1,0,67,2021-3126
7564891,Home in Columbus · ★4.50 · 1 bedroom · 1 bed · 2.5 shared baths,39662644,Paul,,Northland,40.06467,-82.98839,Private room,26,30,16,2023-10-01,0.16,14,337,2,
7617016,Home in Columbus · ★4.83 · 1 bedroom · 3.5 shared baths,39662644,Paul,,Northland,40.06467,-82.98839,Private room,29,30,18,2023-08-12,0.18,14,174,3,
7637541,Home in Columbus · ★4.65 · 1 bedroom · 2.5 shared baths,39662644,Paul,,Northland,40.06466,-82.98839,Private room,54,28,17,2023-10-31,0.18,14,364,2,
7771588,Rental unit in Columbus · ★4.89 · 1 bedroom · 1 bed · 1 bath,7785489,Nancy,,Clintonville,40.0195,-83.00268,Entire home/apt,90,3,135,2023-12-19,1.36,3,0,20,2023-2178
7909479,Rental unit in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 bath,41706311,David,,Downtown,39.96771,-82.99936,Entire home/apt,107,30,24,2015-12-20,0.24,1,365,0,
8507141,Home in Columbus · ★4.73 · 1 bedroom · 2.5 shared baths,39662644,Paul,,Northland,40.0615,-82.98872,Private room,54,30,15,2022-01-03,0.22,14,324,0,
8507146,Home in Columbus · ★4.53 · 1 bedroom · 1 bed · 2.5 shared baths,39662644,Paul,,Northland,40.06467,-82.98839,Private room,26,30,19,2023-06-18,0.21,14,361,1,
8578379,Home in Columbus · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,44880235,Regan,,Near East,39.96192,-82.97329,Private room,30,1,723,2023-12-13,7.22,2,0,113,2019-1829
8688424,Rental unit in Columbus · ★4.80 · 1 bedroom · 2 beds · 1 bath,35480169,Margaret,,Northwest,40.06375,-83.10037,Entire home/apt,79,2,96,2023-11-26,0.96,1,0,21,2019-2111
8702043,Home in Columbus · ★4.37 · 3 bedrooms · 9 beds · 3 baths,28695156,Miles,,Near North/University,39.98371,-83.01437,Entire home/apt,400,2,164,2023-10-07,1.66,2,267,10,2018-1841
9169196,Home in Columbus · ★5.0 · 4 bedrooms · 4 beds · 1.5 baths,1815644,Amanda,,Near North/University,39.98942,-83.00859,Entire home/apt,223,2,55,2023-11-19,0.64,1,66,11,2019-2063
9213984,Home in Columbus · ★4.82 · 3 bedrooms · 4 beds · 2 baths,36990978,Bonnie,,Far Northwest,40.10509,-83.07751,Entire home/apt,180,2,216,2023-11-05,2.19,1,356,26,2019-1500
9561460,Home in Columbus · ★4.96 · 1 bedroom · 1 bed · 1.5 shared baths,25656963,Josh,,Near East,39.960344632283274,-82.95054054323347,Private room,57,1,673,2023-12-18,6.90,2,267,87,2019-1868
9725156,Home in Columbus · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,37196796,Dianne,,North Linden,40.03776,-82.9875,Private room,42,1,29,2022-04-09,0.46,1,69,0,2019-3197
10057188,Home in Columbus · ★4.89 · 2 bedrooms · 3 beds · 2 baths,51611845,Chad,,Near South,39.94565,-82.98558,Entire home/apt,400,31,125,2020-04-01,1.31,1,83,0,
10123323,Condo in Columbus · ★4.96 · 1 bedroom · 2 beds · 1 bath,2994567,Mark,,Near North/University,39.97459,-83.00314,Entire home/apt,145,30,125,2023-11-19,1.29,13,173,2,2023-2754
10383297,Home in Blacklick · ★4.94 · 1 bedroom · 1 bed · 1 private bath,53450563,John,,Far East,39.9993,-82.78244,Private room,41,1,464,2023-12-20,4.83,1,340,99,2022-1435
10613716,Home in Columbus · ★4.96 · 4 bedrooms · 5 beds · 2 baths,54769683,Annie,,Near East,39.96971,-82.9764,Entire home/apt,104,2,23,2023-09-25,1.29,16,173,8,2022-1758
11047105,Guesthouse in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 bath,57330981,Al,,Near East,39.96722,-82.97345,Entire home/apt,139,2,233,2023-12-14,2.44,1,149,47,2023-2092
11142752,Home in Columbus · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,57910238,Marisol,,Northland,40.09857,-82.96404,Private room,50,1,13,2019-03-03,0.14,1,0,0,
11230076,Home in Columbus · ★4.57 · 2 bedrooms · 2 beds · 2 baths,184906926,Lauren,,Near North/University,40.01529081877449,-83.00182741102132,Entire home/apt,139,1,7,2023-12-10,2.10,1,171,7,
11673338,Townhouse in Columbus · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,61981933,Tammy,,West Scioto,39.985,-83.06677,Private room,60,1,10,2021-09-19,0.11,2,350,0,2019-3410
11921949,Home in Columbus · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths,11043646,Curt,,West Olentangy,40.02415,-83.03233,Private room,32,28,51,2023-08-05,0.55,3,143,3,
12143810,Rental unit in Columbus · ★4.90 · 1 bedroom · 2 beds · 1 private bath,63285107,Alberto,,West Olentangy,40.05256,-83.04684,Private room,,30,308,2022-10-22,3.32,1,0,0,
12191331,Rental unit in Columbus · ★4.56 · 1 bedroom · 1 bed · 1 bath,58086298,Spenceton Estates,,West Olentangy,39.98896,-83.02892,Entire home/apt,,2,16,2022-03-19,0.61,1,0,0,
12631194,Townhouse in Columbus · ★4.85 · 3 bedrooms · 3 beds · 1 bath,27439453,Ingrid & Mike,,Near North/University,39.98713,-83.00227,Entire home/apt,76,1,421,2023-12-21,4.66,12,143,67,2021-3067
12737365,Home in Columbus · ★4.94 · 1 bedroom · 1 bed · 1 private bath,3492360,Greg,,Hayden Run,40.0599,-83.11814,Private room,46,1,532,2023-12-22,5.79,1,349,112,2019-1935
12751583,Condo in Columbus · ★4.86 · 2 bedrooms · 2 beds · 2 baths,68942337,Brad,,Near East,39.96298,-82.97759,Entire home/apt,271,1,284,2023-12-03,3.10,1,176,10,2019-1401
12755075,Townhouse in Columbus · ★4.83 · 1 bedroom · 1 bed · 1 bath,69289743,Sarah,,Near South,39.92877,-82.9928,Entire home/apt,72,1,159,2023-11-17,1.74,3,0,11,2023-4839
12807651,Rental unit in Columbus · ★4.85 · 1 bedroom · 1 bed · 1 bath,7785489,Nancy,,Near North/University,40.01803,-83.00057,Entire home/apt,60,5,34,2023-11-17,0.38,3,23,1,2023-2179
12972937,Rental unit in Columbus · ★4.99 · 2 bedrooms · 2 beds · 1 bath,63926278,Brittany,,Near South,39.95,-82.99665,Entire home/apt,249,2,68,2023-10-23,0.74,1,365,1,
13045810,Home in Columbus · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,72181837,Greg,,Northland,40.09965,-82.97282,Private room,52,1,309,2023-12-12,3.99,1,279,76,2019-2348
13083807,Rental unit in Columbus · 1 bedroom · 1 bed · 1 shared bath,39662644,Paul,,Near North/University,40.00381,-82.99725,Private room,27,30,1,2023-09-30,0.34,14,262,1,
13089173,Home in Columbus · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,33524881,Keith,,Near East,39.96864,-82.96408,Private room,32,5,98,2023-11-06,1.07,3,84,4,2019-1531
13095135,Home in Columbus · ★4.74 · 2 bedrooms · 2 beds · 1 bath,32912159,John,,Clintonville,40.02835,-83.021,Entire home/apt,76,1,561,2023-12-21,6.08,1,155,29,2019-2870
13171999,Home in Columbus · ★4.79 · 1 bedroom · 1 bed · 0 shared baths,33524881,Keith,,Near East,39.96936,-82.96413,Private room,45,5,48,2023-07-29,0.52,3,204,7,2019-1531
13223833,Condo in Hilliard · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,74207205,Katy,,Far West,40.00983,-83.14662,Private room,45,5,105,2023-11-27,1.16,2,339,16,2019-1434
13478417,Home in Columbus · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,33524881,Keith,,Near East,39.96875762939453,-82.96405029296875,Private room,35,5,27,2023-11-17,0.50,3,69,8,2019-1531
13672030,Rental unit in Columbus · ★4.83 · 1 bedroom · 2 beds · 1 bath,7114846,Jan,,West Olentangy,40.039116,-83.032127,Entire home/apt,76,2,302,2023-12-04,3.38,2,216,35,2019-2213
13761608,Home in Columbus · ★4.94 · 2 bedrooms · 2 beds · 1 private bath,17476820,Chuan En,,Northland,40.10298,-82.98009,Private room,40,2,234,2023-12-03,2.58,1,74,28,2019-1849
13994248,Townhouse in Columbus · ★4.94 · 3 bedrooms · 3 beds · 2 baths,1395861,Happy To Host,,Near North/University,40.0186,-82.99732,Entire home/apt,205,2,271,2023-12-10,3.05,4,330,33,2019-1508
41104241,Townhouse in Columbus · ★4.89 · 2 bedrooms · 2 beds · 2.5 baths,10776491,Catherine & Bryan,,Near South,39.94772,-82.99573,Entire home/apt,190,2,117,2023-12-10,2.49,4,210,25,2019-2362
14042295,Guesthouse in Columbus · ★4.90 · 1 bedroom · 1 bed · 1 bath,483306,Audra & Lacey,,Near North/University,39.98457,-83.00239,Entire home/apt,111,1,833,2023-12-17,9.39,3,0,93,2022-2486
14245905,Guesthouse in Columbus · ★4.92 · 2 bedrooms · 2 beds · 1 bath,4114228,David,,Near East,39.97061,-82.94977,Entire home/apt,131,3,128,2023-12-23,1.71,2,41,41,2019-1821
14262378,Rental unit in Columbus · ★4.61 · Studio · 1 bed · 1 bath,14759634,Leisa,,Near North/University,39.98816,-83.00923,Entire home/apt,20,31,146,2019-11-17,1.62,1,157,0,2019-2921
14347236,Home in Columbus · ★4.95 · 1 bedroom · 1 bed · 1 private bath,87368949,Juliana,,Far East,39.98973,-82.83525,Private room,60,1,393,2023-10-13,5.48,4,0,18,2019-1306
14356430,Home in Columbus · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,88006238,Robert And Bonnie,,Near East,39.97412,-82.94917,Private room,30,30,45,2021-09-30,0.58,4,85,0,2019-1294
14401125,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 private bath,18169804,Teresa,,Far South,39.90443,-82.98702,Private room,37,30,6,2023-12-10,0.31,1,333,3,
14425189,Rental unit in Columbus · ★4.80 · 1 bedroom · 1 bed · 1 bath,6466841,Linda,,Near North/University,39.97915,-83.0067,Entire home/apt,190,30,5,2019-03-03,0.06,4,364,0,
14901086,Home in Columbus · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,93547897,Chantal-Marie,,Northland,40.102318,-82.979515,Private room,37,3,226,2023-12-09,2.86,4,66,31,2022-3614
14928551,Townhouse in Columbus · ★4.78 · 4 bedrooms · 6 beds · 2.5 baths,27439453,Ingrid & Mike,,Near North/University,40.0048,-82.99963,Entire home/apt,92,2,217,2023-09-30,2.49,12,174,21,2019-1706
14949691,Home in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 private bath,42144583,Jason,,Near North/University,39.98189,-82.99833,Private room,70,1,206,2023-12-23,2.33,1,320,34,2019-1284
15008883,Home in Columbus · ★4.92 · 4 bedrooms · 4 beds · 2.5 baths,27439453,Ingrid & Mike,,Near North/University,39.97896,-83.00106,Entire home/apt,119,2,297,2023-12-09,3.36,12,170,31,2021-3073
15017759,Loft in Columbus · ★4.96 · 1 bedroom · 1 bed · 1 bath,28929522,Annette And TJ,,Near East,39.97084,-82.96018,Entire home/apt,102,6,48,2023-11-26,0.54,1,236,4,2019-2049
15301272,Home in Columbus · ★4.80 · 3 bedrooms · 3 beds · 1.5 baths,97433871,Michael,,Near South,39.95197,-82.98711,Entire home/apt,,1,15,2023-06-14,0.48,1,0,4,2021-1054
15393760,Home in Worthington · ★4.91 · 1 bedroom · 1 bed · 1 private bath,98453972,Johnny & Lisa,,Far North,40.11526,-82.97525,Private room,41,3,46,2021-08-07,0.56,1,306,0,
15478932,Home in Columbus · ★4.91 · 1 bedroom · 2 beds · 1 bath,92809656,Anthony,,Near South,39.93308,-82.99036,Entire home/apt,90,1,245,2023-12-23,2.81,1,340,17,2023-3968
15500362,Home in Columbus · ★4.99 · 1 bedroom · 1 bed · 1 private bath,29129391,Jason,,Near East,39.97425,-82.95871,Private room,73,1,91,2023-11-19,1.04,2,351,13,2019-1818
15552200,Rental unit in Columbus · ★4.75 · 1 bedroom · 1 bed · 1 bath,4418841,Anton,,Near North/University,39.98721,-83.0074,Entire home/apt,90,30,134,2023-07-12,1.54,2,280,2,2019-1892
15883347,Guest suite in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 bath,877959,Elizabeth,,Clintonville,40.03701,-83.01622,Entire home/apt,65,2,90,2020-03-15,1.04,1,98,0,2019-1297
15929897,Guest suite in Columbus · ★4.87 · 1 bedroom · 2 beds · 1 bath,52174539,Kate & Nat,,Near North/University,39.99052,-83.00983,Entire home/apt,50,2,507,2023-12-22,6.03,33,174,49,2021-3229
15966488,Rental unit in Columbus · ★4.82 · Studio · 1 bed · 1 bath,103700433,Erin,,Downtown,39.95698,-82.99413,Entire home/apt,137,1,270,2023-11-19,3.18,3,0,31,2023-2195
15988515,Home in Dublin · ★4.98 · 3 bedrooms · 3 beds · 2.5 baths,103896042,Marlene,,Hayden Run,40.06853,-83.17361,Entire home/apt,182,1,330,2023-12-24,3.84,1,151,55,2019-1761
16037230,Home in Columbus · ★4.88 · 4 bedrooms · 4 beds · 2.5 baths,104357124,David,,Northeast,40.0306,-82.93218,Entire home/apt,279,1,16,2023-11-28,0.97,1,171,7,
16299456,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 private bath,32264522,SueB,,Near North/University,39.98365,-83.01283,Private room,125,2,53,2020-08-09,0.62,1,0,0,2019-1872
16323611,Rental unit in Columbus · ★4.76 · Studio · 1 bed · 1 bath,106558116,Natalia,,Near South,39.94358,-82.98273,Entire home/apt,69,1,246,2023-12-03,2.89,1,59,20,
16352852,Loft in Columbus · ★4.79 · Studio · 3 beds · 1 bath,107079813,Andrew,,Far Northwest,40.09141,-83.06752,Entire home/apt,65,2,283,2023-12-15,3.35,1,365,31,
16553536,Rental unit in Columbus · ★4.81 · 1 bedroom · 2 beds · 1 bath,16184897,Toya,,South Linden,40.00842,-82.97403,Entire home/apt,95,1,52,2021-09-17,0.61,4,174,0,2019-2083
16754197,Rental unit in Columbus · ★4.92 · 1 bedroom · 1 bed · 1 bath,39185455,Deanna,,Near North/University,39.98846,-83.0073,Entire home/apt,87,1,521,2023-12-17,6.45,1,0,75,2019-1326
17071735,Guest suite in Columbus · ★5.0 · 1 bedroom · 1 bed · 1 bath,114502307,Jeff,,Near North/University,39.97792,-83.00915,Entire home/apt,169,2,185,2023-11-12,2.23,2,165,19,2023-2166
17265759,Loft in Columbus · ★4.84 · 2 bedrooms · 4 beds · 1 bath,116400313,Nate,,Near North/University,39.97706,-83.00775,Entire home/apt,116,2,126,2023-11-18,1.53,24,174,13,2023-2305
17365804,Townhouse in Columbus · ★4.88 · 3 bedrooms · 3 beds · 1 bath,27439453,Ingrid & Mike,,Near North/University,39.98807,-83.00207,Entire home/apt,81,1,406,2023-12-15,4.89,12,175,52,2021-3066
17455574,Rental unit in Columbus · ★4.96 · 1 bedroom · 2 beds · 1 bath,42309439,Lucy & Brent,,Near South,39.94575,-82.99237,Entire home/apt,85,2,253,2023-09-24,3.05,3,0,25,2019-1430
17746507,Home in Columbus · ★New · 2 bedrooms · 2 beds · 1 bath,121064366,Mustafaa,,Far East,39.941421,-82.836792,Entire home/apt,163,1,0,,,1,269,0,
17791756,Home in Columbus · ★4.05 · 4 bedrooms · 5 beds · 2 baths,28695156,Miles,,Near North/University,39.98064,-83.00136,Entire home/apt,400,1,100,2023-12-11,1.24,2,267,11,2019-1840
18155378,Home in Columbus · ★4.95 · 1 bedroom · 1 bed · 2 shared baths,77724716,Katie,,Near North/University,39.98181,-83.01353,Private room,75,3,20,2023-12-10,0.25,2,11,13,2023-2515
18535724,Home in Columbus · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,2350409,Edward,,Near North/University,40.01044,-83.00804,Private room,32,7,37,2023-10-20,0.46,3,350,7,2019-1344
18631993,Rental unit in Columbus · ★4.94 · Studio · 2 beds · 1 bath,71666929,August,,Near North/University,39.98346,-83.0065,Entire home/apt,71,7,403,2023-12-04,5.34,3,344,10,2019-1961
18735741,Condo in Columbus · ★4.97 · 1 bedroom · 1 bed · 1 private bath,51970180,Eric,,Near North/University,39.97739,-83.0104,Private room,100,2,272,2023-11-19,3.41,1,342,21,2019-0789
18754945,Home in Columbus · ★4.99 · 2 bedrooms · 2 beds · 2 baths,106768476,Tom And Sara,,West Olentangy,39.99031,-83.03687,Entire home/apt,122,2,296,2023-12-10,3.70,1,111,41,2019-1244
18768075,Home in Columbus · ★4.86 · 3 bedrooms · 4 beds · 1 bath,33532441,Alex,,Eastmoor/Walnut Ridge,39.93894,-82.91619,Entire home/apt,129,2,179,2023-12-02,2.23,4,0,34,2023-3456
18893274,Rental unit in Columbus · ★4.82 · 2 bedrooms · 2 beds · 1 bath,114371691,Tim,,Near East,39.96068,-82.98104,Entire home/apt,159,1,184,2021-11-21,2.34,1,12,0,2019-1285
18930516,Guesthouse in Columbus · ★4.98 · 1 bedroom · 1 bed · 1 bath,114502307,Jeff,,Near North/University,39.978,-83.00951,Entire home/apt,135,1,463,2023-12-08,5.84,2,337,54,2023-2165
19177571,Home in Columbus · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,53772169,Jami,,Near North/University,39.98357,-83.01179,Private room,45,2,37,2023-11-19,0.47,4,53,13,
19182076,Home in Columbus · ★4.87 · 1 bedroom · 3 beds · 1 bath,134168758,Lainie,,Near South,39.94123,-82.99742,Entire home/apt,165,2,193,2023-12-18,2.44,3,0,19,2019-1278
19183032,Hostel in Columbus · ★4.65 · 1 bedroom · 3 beds · 3 shared baths,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,103,1,20,2023-08-19,0.27,8,284,1,2019-1314
19183954,Hostel in Columbus · ★4.69 · 1 bedroom · 5 beds · 3 shared baths,4965048,Mathew,,Near North/University,40.01257,-83.00159,Private room,157,1,16,2023-11-17,0.21,8,276,1,2019-1314
19469926,Home in Columbus · ★4.98 · 3 bedrooms · 3 beds · 3.5 baths,35241426,Kevin,,Near North/University,39.98146,-82.99968,Entire home/apt,317,1,155,2023-11-26,2.01,1,267,24,2019-1494
19700416,Home in Columbus · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,93547897,Chantal-Marie,,Northland,40.10234,-82.98126,Private room,40,4,105,2023-09-21,1.36,4,68,11,2022-3614
19768209,Home in Columbus  · ★5.0 · 2 bedrooms · 1 bed · 2 shared baths,25476736,Sara,,Eastmoor/Walnut Ridge,39.96605,-82.92349,Private room,64,1,18,2023-09-19,0.64,3,89,6,
19811151,Condo in Columbus · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,34871997,Kathy,,Clintonville,40.02444,-83.01961,Entire home/apt,96,2,136,2023-11-28,1.78,1,47,24,2019-1523
19840029,Rental unit in Columbus · ★4.88 · 1 bedroom · 1 bed · 1 bath,31798233,Sam,,Near North/University,39.97467,-83.00347,Entire home/apt,74,2,366,2023-12-10,4.79,5,145,45,2021-3250
19859814,Rental unit in Columbus · ★4.62 · Studio · 1 bed · 1 bath,103700433,Erin,,Downtown,39.95812,-82.99537,Entire home/apt,137,1,322,2023-11-12,4.20,3,79,20,2019-2197
19923750,Home in Columbus · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,88006238,Robert And Bonnie,,Near East,39.97546,-82.94796,Private room,33,30,71,2023-12-16,0.91,4,85,9,2019-1294
19961055,Home in Columbus · ★4.98 · 4 bedrooms · 9 beds · 3 baths,72162010,Myles,,Near North/University,40.01396,-83.00991,Entire home/apt,364,2,41,2023-10-08,0.54,1,264,7,2021-2473
20015830,Home in Columbus · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,88006238,Robert And Bonnie,,Near East,39.97615,-82.94897,Private room,38,5,100,2023-09-01,1.28,4,234,5,2019-1294
20047598,Home in Columbus · ★4.98 · 2 bedrooms · 3 beds · 1 bath,142420946,Steve,,Clintonville,40.05389,-83.01478,Entire home/apt,109,2,84,2023-12-14,4.62,2,0,55,2023-4177
20065692,Home in Columbus · ★4.79 · 1 bedroom · 1 bed · 1 private bath,19810384,Anthony,,Near East,39.96212,-82.95688,Private room,45,1,283,2023-11-11,3.63,1,6,31,2019-1927
20132677,Townhouse in Columbus · ★4.92 · 3 bedrooms · 4 beds · 1 bath,35045902,Kelly & Eric,,Near South,39.92839,-82.98575,Entire home/apt,172,3,228,2022-06-12,2.96,1,0,0,2021-2929
20469877,Townhouse in Columbus · ★4.76 · 4 bedrooms · 6 beds · 2.5 baths,27439453,Ingrid & Mike,,Near North/University,40.00672,-82.99916,Entire home/apt,84,2,203,2023-12-21,2.65,12,166,24,2021-3070
20694473,Townhouse in Columbus · ★4.88 · 3 bedrooms · 4 beds · 1 bath,90791703,Jim,,Near North/University,39.97887,-83.00023,Entire home/apt,189,1,262,2023-12-10,3.43,1,8,29,2019-2113
